concept,vec_type,layer,coeff,num_sentences,num_trials,accuracy,correct_predictions,total_predictions,chance_level
Illusions,last,2,6.0,10,50,0.896,448,500,0.1
Illusions,last,2,10.0,10,50,0.76,380,500,0.1
Illusions,last,2,14.0,10,50,0.712,356,500,0.1
Illusions,last,2,18.0,10,50,0.574,287,500,0.1
Illusions,avg,5,6.0,10,50,0.548,274,500,0.1
Illusions,avg,5,10.0,10,50,0.296,148,500,0.1
Illusions,avg,5,14.0,10,50,0.178,89,500,0.1
Illusions,avg,5,18.0,10,50,0.066,33,500,0.1
Illusions,last,5,6.0,10,50,0.154,77,500,0.1
Illusions,last,5,10.0,10,50,0.746,373,500,0.1
Illusions,last,5,14.0,10,50,0.36,180,500,0.1
Illusions,last,5,18.0,10,50,0.156,78,500,0.1
Illusions,avg,8,6.0,10,50,0.272,136,500,0.1
Illusions,avg,8,10.0,10,50,0.096,48,500,0.1
Illusions,avg,8,14.0,10,50,0.008,4,500,0.1
Illusions,avg,8,18.0,10,50,0.0,0,500,0.1
Illusions,last,8,6.0,10,50,0.218,109,500,0.1
Illusions,last,8,10.0,10,50,0.432,216,500,0.1
Illusions,last,8,14.0,10,50,0.038,19,500,0.1
Illusions,last,8,18.0,10,50,0.008,4,500,0.1
Illusions,last,11,6.0,10,50,0.06,30,500,0.1
Illusions,last,11,10.0,10,50,0.028,14,500,0.1
Illusions,last,11,14.0,10,50,0.018,9,500,0.1
Illusions,last,11,18.0,10,50,0.006,3,500,0.1
Illusions,avg,11,6.0,10,50,0.022,11,500,0.1
Illusions,avg,11,10.0,10,50,0.002,1,500,0.1
Illusions,avg,11,14.0,10,50,0.002,1,500,0.1
Illusions,avg,11,18.0,10,50,0.002,1,500,0.1
Illusions,last,14,6.0,10,50,0.076,38,500,0.1
Illusions,last,14,10.0,10,50,0.046,23,500,0.1
Illusions,last,14,14.0,10,50,0.034,17,500,0.1
Illusions,last,14,18.0,10,50,0.016,8,500,0.1
Illusions,avg,14,6.0,10,50,0.016,8,500,0.1
Illusions,avg,14,10.0,10,50,0.004,2,500,0.1
Illusions,avg,14,14.0,10,50,0.006,3,500,0.1
Illusions,avg,14,18.0,10,50,0.0,0,500,0.1
Origami,last,2,6.0,10,50,0.956,478,500,0.1
Origami,last,2,10.0,10,50,0.228,114,500,0.1
Origami,last,2,14.0,10,50,0.12,60,500,0.1
Origami,last,2,18.0,10,50,0.098,49,500,0.1
Origami,avg,2,6.0,10,50,0.564,282,500,0.1
Origami,avg,2,10.0,10,50,0.43,215,500,0.1
Origami,avg,2,14.0,10,50,0.104,52,500,0.1
Origami,avg,2,18.0,10,50,0.044,22,500,0.1
Origami,last,5,6.0,10,50,0.766,383,500,0.1
Origami,last,5,10.0,10,50,0.618,309,500,0.1
Origami,last,5,14.0,10,50,0.112,56,500,0.1
Origami,last,5,18.0,10,50,0.018,9,500,0.1
Origami,avg,5,6.0,10,50,0.496,248,500,0.1
Origami,avg,5,10.0,10,50,0.202,101,500,0.1
Origami,avg,5,14.0,10,50,0.114,57,500,0.1
Origami,avg,5,18.0,10,50,0.054,27,500,0.1
Origami,avg,8,6.0,10,50,0.068,34,500,0.1
Origami,avg,8,10.0,10,50,0.024,12,500,0.1
Origami,avg,8,14.0,10,50,0.014,7,500,0.1
Origami,avg,8,18.0,10,50,0.018,9,500,0.1
Origami,last,8,6.0,10,50,0.34,170,500,0.1
Origami,last,8,10.0,10,50,0.386,193,500,0.1
Origami,last,8,14.0,10,50,0.074,37,500,0.1
Origami,last,8,18.0,10,50,0.01,5,500,0.1
Origami,last,11,6.0,10,50,0.058,29,500,0.1
Origami,last,11,10.0,10,50,0.022,11,500,0.1
Origami,last,11,14.0,10,50,0.004,2,500,0.1
Origami,last,11,18.0,10,50,0.0,0,500,0.1
Origami,avg,11,6.0,10,50,0.002,1,500,0.1
Origami,avg,11,10.0,10,50,0.0,0,500,0.1
Origami,avg,11,14.0,10,50,0.002,1,500,0.1
Origami,avg,11,18.0,10,50,0.0,0,500,0.1
Origami,last,14,6.0,10,50,0.048,24,500,0.1
Origami,last,14,10.0,10,50,0.032,16,500,0.1
Origami,last,14,14.0,10,50,0.024,12,500,0.1
Origami,last,14,18.0,10,50,0.016,8,500,0.1
Origami,avg,14,6.0,10,50,0.014,7,500,0.1
Origami,avg,14,10.0,10,50,0.002,1,500,0.1
Origami,avg,14,14.0,10,50,0.002,1,500,0.1
Origami,avg,14,18.0,10,50,0.002,1,500,0.1
Satellites,last,2,6.0,10,50,0.422,211,500,0.1
Satellites,last,2,10.0,10,50,0.316,158,500,0.1
Satellites,last,2,14.0,10,50,0.198,99,500,0.1
Satellites,last,2,18.0,10,50,0.158,79,500,0.1
Satellites,avg,2,6.0,10,50,0.866,433,500,0.1
Satellites,avg,2,10.0,10,50,0.494,247,500,0.1
Satellites,avg,2,14.0,10,50,0.316,158,500,0.1
Satellites,avg,2,18.0,10,50,0.196,98,500,0.1
Satellites,last,5,6.0,10,50,0.818,409,500,0.1
Satellites,last,5,10.0,10,50,0.498,249,500,0.1
Satellites,last,5,14.0,10,50,0.108,54,500,0.1
Satellites,last,5,18.0,10,50,0.04,20,500,0.1
Satellites,avg,5,6.0,10,50,0.228,114,500,0.1
Satellites,avg,5,10.0,10,50,0.042,21,500,0.1
Satellites,avg,5,14.0,10,50,0.036,18,500,0.1
Satellites,avg,5,18.0,10,50,0.014,7,500,0.1
Satellites,avg,8,6.0,10,50,0.06,30,500,0.1
Satellites,avg,8,10.0,10,50,0.014,7,500,0.1
Satellites,avg,8,14.0,10,50,0.004,2,500,0.1
Satellites,avg,8,18.0,10,50,0.002,1,500,0.1
Satellites,last,8,6.0,10,50,0.458,229,500,0.1
Satellites,last,8,10.0,10,50,0.326,163,500,0.1
Satellites,last,8,14.0,10,50,0.008,4,500,0.1
Satellites,last,8,18.0,10,50,0.0,0,500,0.1
Satellites,avg,11,6.0,10,50,0.006,3,500,0.1
Satellites,avg,11,10.0,10,50,0.002,1,500,0.1
Satellites,avg,11,14.0,10,50,0.002,1,500,0.1
Satellites,avg,11,18.0,10,50,0.0,0,500,0.1
Satellites,last,11,6.0,10,50,0.042,21,500,0.1
Satellites,last,11,10.0,10,50,0.008,4,500,0.1
Satellites,last,11,14.0,10,50,0.002,1,500,0.1
Satellites,last,11,18.0,10,50,0.0,0,500,0.1
Satellites,last,14,6.0,10,50,0.066,33,500,0.1
Satellites,last,14,10.0,10,50,0.014,7,500,0.1
Satellites,last,14,14.0,10,50,0.014,7,500,0.1
Satellites,last,14,18.0,10,50,0.008,4,500,0.1
Satellites,avg,14,6.0,10,50,0.014,7,500,0.1
Satellites,avg,14,10.0,10,50,0.0,0,500,0.1
Satellites,avg,14,14.0,10,50,0.012,6,500,0.1
Satellites,avg,14,18.0,10,50,0.006,3,500,0.1
Trumpets,last,2,6.0,10,50,0.536,268,500,0.1
Trumpets,last,2,10.0,10,50,0.012,6,500,0.1
Trumpets,last,2,14.0,10,50,0.0,0,500,0.1
Trumpets,last,2,18.0,10,50,0.0,0,500,0.1
Trumpets,avg,2,6.0,10,50,0.732,366,500,0.1
Trumpets,avg,2,10.0,10,50,0.392,196,500,0.1
Trumpets,avg,2,14.0,10,50,0.374,187,500,0.1
Trumpets,avg,2,18.0,10,50,0.172,86,500,0.1
Trumpets,avg,5,6.0,10,50,0.148,74,500,0.1
Trumpets,avg,5,10.0,10,50,0.216,108,500,0.1
Trumpets,avg,5,14.0,10,50,0.082,41,500,0.1
Trumpets,avg,5,18.0,10,50,0.07,35,500,0.1
Trumpets,last,5,6.0,10,50,0.864,432,500,0.1
Trumpets,last,5,10.0,10,50,0.3,150,500,0.1
Trumpets,last,5,14.0,10,50,0.17,85,500,0.1
Trumpets,last,5,18.0,10,50,0.064,32,500,0.1
Trumpets,last,8,6.0,10,50,0.332,166,500,0.1
Trumpets,last,8,10.0,10,50,0.436,218,500,0.1
Trumpets,last,8,14.0,10,50,0.064,32,500,0.1
Trumpets,last,8,18.0,10,50,0.01,5,500,0.1
Trumpets,avg,8,6.0,10,50,0.696,348,500,0.1
Trumpets,avg,8,10.0,10,50,0.476,238,500,0.1
Trumpets,avg,8,14.0,10,50,0.176,88,500,0.1
Trumpets,avg,8,18.0,10,50,0.078,39,500,0.1
Trumpets,avg,11,6.0,10,50,0.04,20,500,0.1
Trumpets,avg,11,10.0,10,50,0.012,6,500,0.1
Trumpets,avg,11,14.0,10,50,0.0,0,500,0.1
Trumpets,avg,11,18.0,10,50,0.006,3,500,0.1
Trumpets,last,11,6.0,10,50,0.094,47,500,0.1
Trumpets,last,11,10.0,10,50,0.012,6,500,0.1
Trumpets,last,11,14.0,10,50,0.0,0,500,0.1
Trumpets,last,11,18.0,10,50,0.002,1,500,0.1
Trumpets,avg,14,6.0,10,50,0.046,23,500,0.1
Trumpets,avg,14,10.0,10,50,0.016,8,500,0.1
Trumpets,avg,14,14.0,10,50,0.002,1,500,0.1
Trumpets,avg,14,18.0,10,50,0.006,3,500,0.1
Trumpets,last,14,6.0,10,50,0.11,55,500,0.1
Trumpets,last,14,10.0,10,50,0.054,27,500,0.1
Trumpets,last,14,14.0,10,50,0.02,10,500,0.1
Trumpets,last,14,18.0,10,50,0.026,13,500,0.1
appreciation,avg,2,6.0,10,50,0.716,358,500,0.1
appreciation,avg,2,10.0,10,50,0.48,240,500,0.1
appreciation,avg,2,14.0,10,50,0.188,94,500,0.1
appreciation,avg,2,18.0,10,50,0.076,38,500,0.1
appreciation,last,2,6.0,10,50,0.676,338,500,0.1
appreciation,last,2,10.0,10,50,0.158,79,500,0.1
appreciation,last,2,14.0,10,50,0.06,30,500,0.1
appreciation,last,2,18.0,10,50,0.054,27,500,0.1
appreciation,last,5,6.0,10,50,0.888,444,500,0.1
appreciation,last,5,10.0,10,50,0.784,392,500,0.1
appreciation,last,5,14.0,10,50,0.452,226,500,0.1
appreciation,last,5,18.0,10,50,0.162,81,500,0.1
appreciation,avg,5,6.0,10,50,0.594,297,500,0.1
appreciation,avg,5,10.0,10,50,0.378,189,500,0.1
appreciation,avg,5,14.0,10,50,0.294,147,500,0.1
appreciation,avg,5,18.0,10,50,0.196,98,500,0.1
appreciation,last,8,6.0,10,50,0.186,93,500,0.1
appreciation,last,8,10.0,10,50,0.204,102,500,0.1
appreciation,last,8,14.0,10,50,0.028,14,500,0.1
appreciation,last,8,18.0,10,50,0.002,1,500,0.1
appreciation,avg,8,6.0,10,50,0.32,160,500,0.1
appreciation,avg,8,10.0,10,50,0.06,30,500,0.1
appreciation,avg,8,14.0,10,50,0.014,7,500,0.1
appreciation,avg,8,18.0,10,50,0.004,2,500,0.1
appreciation,last,11,6.0,10,50,0.214,107,500,0.1
appreciation,last,11,10.0,10,50,0.166,83,500,0.1
appreciation,last,11,14.0,10,50,0.078,39,500,0.1
appreciation,last,11,18.0,10,50,0.034,17,500,0.1
appreciation,avg,11,6.0,10,50,0.06,30,500,0.1
appreciation,avg,11,10.0,10,50,0.01,5,500,0.1
appreciation,avg,11,14.0,10,50,0.0,0,500,0.1
appreciation,avg,11,18.0,10,50,0.0,0,500,0.1
appreciation,last,14,6.0,10,50,0.114,57,500,0.1
appreciation,last,14,10.0,10,50,0.136,68,500,0.1
appreciation,last,14,14.0,10,50,0.14,70,500,0.1
appreciation,last,14,18.0,10,50,0.102,51,500,0.1
appreciation,avg,14,6.0,10,50,0.042,21,500,0.1
appreciation,avg,14,10.0,10,50,0.012,6,500,0.1
appreciation,avg,14,14.0,10,50,0.008,4,500,0.1
appreciation,avg,14,18.0,10,50,0.002,1,500,0.1
betrayal,last,2,6.0,10,50,0.34,170,500,0.1
betrayal,last,2,10.0,10,50,0.128,64,500,0.1
betrayal,last,2,14.0,10,50,0.016,8,500,0.1
betrayal,last,2,18.0,10,50,0.0,0,500,0.1
betrayal,avg,2,6.0,10,50,0.99,495,500,0.1
betrayal,avg,2,10.0,10,50,0.498,249,500,0.1
betrayal,avg,2,14.0,10,50,0.212,106,500,0.1
betrayal,avg,2,18.0,10,50,0.096,48,500,0.1
betrayal,avg,5,6.0,10,50,0.324,162,500,0.1
betrayal,avg,5,10.0,10,50,0.304,152,500,0.1
betrayal,avg,5,14.0,10,50,0.128,64,500,0.1
betrayal,avg,5,18.0,10,50,0.076,38,500,0.1
betrayal,last,5,6.0,10,50,0.282,141,500,0.1
betrayal,last,5,10.0,10,50,0.596,298,500,0.1
betrayal,last,5,14.0,10,50,0.528,264,500,0.1
betrayal,last,5,18.0,10,50,0.144,72,500,0.1
betrayal,last,8,6.0,10,50,0.262,131,500,0.1
betrayal,last,8,10.0,10,50,0.7,350,500,0.1
betrayal,last,8,14.0,10,50,0.102,51,500,0.1
betrayal,last,8,18.0,10,50,0.028,14,500,0.1
betrayal,avg,8,6.0,10,50,0.182,91,500,0.1
betrayal,avg,8,10.0,10,50,0.2,100,500,0.1
betrayal,avg,8,14.0,10,50,0.018,9,500,0.1
betrayal,avg,8,18.0,10,50,0.006,3,500,0.1
betrayal,avg,11,6.0,10,50,0.154,77,500,0.1
betrayal,avg,11,10.0,10,50,0.04,20,500,0.1
betrayal,avg,11,14.0,10,50,0.006,3,500,0.1
betrayal,avg,11,18.0,10,50,0.002,1,500,0.1
betrayal,last,11,6.0,10,50,0.08,40,500,0.1
betrayal,last,11,10.0,10,50,0.024,12,500,0.1
betrayal,last,11,14.0,10,50,0.014,7,500,0.1
betrayal,last,11,18.0,10,50,0.004,2,500,0.1
betrayal,avg,14,6.0,10,50,0.054,27,500,0.1
betrayal,avg,14,10.0,10,50,0.018,9,500,0.1
betrayal,avg,14,14.0,10,50,0.01,5,500,0.1
betrayal,avg,14,18.0,10,50,0.002,1,500,0.1
betrayal,last,14,6.0,10,50,0.084,42,500,0.1
betrayal,last,14,10.0,10,50,0.044,22,500,0.1
betrayal,last,14,14.0,10,50,0.028,14,500,0.1
betrayal,last,14,18.0,10,50,0.026,13,500,0.1
fibonacci_numbers,last,2,6.0,10,50,0.34,170,500,0.1
fibonacci_numbers,last,2,10.0,10,50,0.276,138,500,0.1
fibonacci_numbers,last,2,14.0,10,50,0.274,137,500,0.1
fibonacci_numbers,last,2,18.0,10,50,0.366,183,500,0.1
fibonacci_numbers,avg,2,6.0,10,50,1.0,500,500,0.1
fibonacci_numbers,avg,2,10.0,10,50,0.488,244,500,0.1
fibonacci_numbers,avg,2,14.0,10,50,0.142,71,500,0.1
fibonacci_numbers,avg,2,18.0,10,50,0.05,25,500,0.1
fibonacci_numbers,last,5,6.0,10,50,0.77,385,500,0.1
fibonacci_numbers,last,5,10.0,10,50,0.26,130,500,0.1
fibonacci_numbers,last,5,14.0,10,50,0.046,23,500,0.1
fibonacci_numbers,last,5,18.0,10,50,0.01,5,500,0.1
fibonacci_numbers,avg,5,6.0,10,50,0.242,121,500,0.1
fibonacci_numbers,avg,5,10.0,10,50,0.32,160,500,0.1
fibonacci_numbers,avg,5,14.0,10,50,0.162,81,500,0.1
fibonacci_numbers,avg,5,18.0,10,50,0.072,36,500,0.1
fibonacci_numbers,last,8,6.0,10,50,0.216,108,500,0.1
fibonacci_numbers,last,8,10.0,10,50,0.516,258,500,0.1
fibonacci_numbers,last,8,14.0,10,50,0.224,112,500,0.1
fibonacci_numbers,last,8,18.0,10,50,0.01,5,500,0.1
fibonacci_numbers,avg,8,6.0,10,50,0.488,244,500,0.1
fibonacci_numbers,avg,8,10.0,10,50,0.228,114,500,0.1
fibonacci_numbers,avg,8,14.0,10,50,0.014,7,500,0.1
fibonacci_numbers,avg,8,18.0,10,50,0.004,2,500,0.1
fibonacci_numbers,last,11,6.0,10,50,0.072,36,500,0.1
fibonacci_numbers,last,11,10.0,10,50,0.016,8,500,0.1
fibonacci_numbers,last,11,14.0,10,50,0.0,0,500,0.1
fibonacci_numbers,last,11,18.0,10,50,0.002,1,500,0.1
fibonacci_numbers,avg,11,6.0,10,50,0.118,59,500,0.1
fibonacci_numbers,avg,11,10.0,10,50,0.036,18,500,0.1
fibonacci_numbers,avg,11,14.0,10,50,0.002,1,500,0.1
fibonacci_numbers,avg,11,18.0,10,50,0.008,4,500,0.1
fibonacci_numbers,last,14,6.0,10,50,0.096,48,500,0.1
fibonacci_numbers,last,14,10.0,10,50,0.056,28,500,0.1
fibonacci_numbers,last,14,14.0,10,50,0.012,6,500,0.1
fibonacci_numbers,last,14,18.0,10,50,0.008,4,500,0.1
fibonacci_numbers,avg,14,6.0,10,50,0.056,28,500,0.1
fibonacci_numbers,avg,14,10.0,10,50,0.018,9,500,0.1
fibonacci_numbers,avg,14,14.0,10,50,0.0,0,500,0.1
fibonacci_numbers,avg,14,18.0,10,50,0.0,0,500,0.1
recursion,last,2,6.0,10,50,0.964,482,500,0.1
recursion,last,2,10.0,10,50,0.188,94,500,0.1
recursion,last,2,14.0,10,50,0.184,92,500,0.1
recursion,last,2,18.0,10,50,0.158,79,500,0.1
recursion,avg,2,6.0,10,50,0.998,499,500,0.1
recursion,avg,2,10.0,10,50,0.384,192,500,0.1
recursion,avg,2,14.0,10,50,0.136,68,500,0.1
recursion,avg,2,18.0,10,50,0.054,27,500,0.1
recursion,avg,5,6.0,10,50,0.158,79,500,0.1
recursion,avg,5,10.0,10,50,0.668,334,500,0.1
recursion,avg,5,14.0,10,50,0.084,42,500,0.1
recursion,avg,5,18.0,10,50,0.018,9,500,0.1
recursion,last,5,6.0,10,50,0.89,445,500,0.1
recursion,last,5,10.0,10,50,0.906,453,500,0.1
recursion,last,5,14.0,10,50,0.246,123,500,0.1
recursion,last,5,18.0,10,50,0.068,34,500,0.1
recursion,avg,8,6.0,10,50,0.138,69,500,0.1
recursion,avg,8,10.0,10,50,0.082,41,500,0.1
recursion,avg,8,14.0,10,50,0.012,6,500,0.1
recursion,avg,8,18.0,10,50,0.0,0,500,0.1
recursion,last,8,6.0,10,50,0.712,356,500,0.1
recursion,last,8,10.0,10,50,0.438,219,500,0.1
recursion,last,8,14.0,10,50,0.028,14,500,0.1
recursion,last,8,18.0,10,50,0.002,1,500,0.1
recursion,last,11,6.0,10,50,0.094,47,500,0.1
recursion,last,11,10.0,10,50,0.054,27,500,0.1
recursion,last,11,14.0,10,50,0.004,2,500,0.1
recursion,last,11,18.0,10,50,0.0,0,500,0.1
recursion,avg,11,6.0,10,50,0.052,26,500,0.1
recursion,avg,11,10.0,10,50,0.01,5,500,0.1
recursion,avg,11,14.0,10,50,0.0,0,500,0.1
recursion,avg,11,18.0,10,50,0.0,0,500,0.1
recursion,avg,14,6.0,10,50,0.018,9,500,0.1
recursion,avg,14,10.0,10,50,0.008,4,500,0.1
recursion,avg,14,14.0,10,50,0.002,1,500,0.1
recursion,avg,14,18.0,10,50,0.006,3,500,0.1
recursion,last,14,6.0,10,50,0.09,45,500,0.1
recursion,last,14,10.0,10,50,0.068,34,500,0.1
recursion,last,14,14.0,10,50,0.036,18,500,0.1
recursion,last,14,18.0,10,50,0.024,12,500,0.1
shutdown,last,2,6.0,10,50,0.278,139,500,0.1
shutdown,last,2,10.0,10,50,0.14,70,500,0.1
shutdown,last,2,14.0,10,50,0.006,3,500,0.1
shutdown,last,2,18.0,10,50,0.01,5,500,0.1
shutdown,avg,2,6.0,10,50,0.982,491,500,0.1
shutdown,avg,2,10.0,10,50,0.288,144,500,0.1
shutdown,avg,2,14.0,10,50,0.126,63,500,0.1
shutdown,avg,2,18.0,10,50,0.034,17,500,0.1
shutdown,last,5,6.0,10,50,0.76,380,500,0.1
shutdown,last,5,10.0,10,50,0.316,158,500,0.1
shutdown,last,5,14.0,10,50,0.256,128,500,0.1
shutdown,last,5,18.0,10,50,0.114,57,500,0.1
shutdown,avg,5,6.0,10,50,0.118,59,500,0.1
shutdown,avg,5,10.0,10,50,0.504,252,500,0.1
shutdown,avg,5,14.0,10,50,0.094,47,500,0.1
shutdown,avg,5,18.0,10,50,0.018,9,500,0.1
shutdown,avg,8,6.0,10,50,0.038,19,500,0.1
shutdown,avg,8,10.0,10,50,0.022,11,500,0.1
shutdown,avg,8,14.0,10,50,0.002,1,500,0.1
shutdown,avg,8,18.0,10,50,0.0,0,500,0.1
shutdown,last,8,6.0,10,50,0.732,366,500,0.1
shutdown,last,8,10.0,10,50,0.624,312,500,0.1
shutdown,last,8,14.0,10,50,0.188,94,500,0.1
shutdown,last,8,18.0,10,50,0.094,47,500,0.1
shutdown,last,11,6.0,10,50,0.058,29,500,0.1
shutdown,last,11,10.0,10,50,0.012,6,500,0.1
shutdown,last,11,14.0,10,50,0.004,2,500,0.1
shutdown,last,11,18.0,10,50,0.0,0,500,0.1
shutdown,avg,11,6.0,10,50,0.026,13,500,0.1
shutdown,avg,11,10.0,10,50,0.0,0,500,0.1
shutdown,avg,11,14.0,10,50,0.0,0,500,0.1
shutdown,avg,11,18.0,10,50,0.0,0,500,0.1
shutdown,avg,14,6.0,10,50,0.024,12,500,0.1
shutdown,avg,14,10.0,10,50,0.01,5,500,0.1
shutdown,avg,14,14.0,10,50,0.0,0,500,0.1
shutdown,avg,14,18.0,10,50,0.002,1,500,0.1
shutdown,last,14,6.0,10,50,0.306,153,500,0.1
shutdown,last,14,10.0,10,50,0.342,171,500,0.1
shutdown,last,14,14.0,10,50,0.324,162,500,0.1
shutdown,last,14,18.0,10,50,0.188,94,500,0.1
